,compartment,outflow_to,crime_classification,race,compartment_duration,total_population,time_step
72,pretrial,prison,class_2,white,,132.91666666666666,0.0
73,pretrial,prison,class_2,white,,132.91666666666666,1.0
74,pretrial,prison,class_2,white,,132.91666666666666,2.0
75,pretrial,prison,class_2,white,,132.91666666666666,3.0
76,pretrial,prison,class_2,white,,132.91666666666666,4.0
77,pretrial,prison,class_2,white,,132.91666666666666,5.0
78,pretrial,prison,class_2,white,,132.91666666666666,6.0
79,pretrial,prison,class_2,white,,132.91666666666666,7.0
80,pretrial,prison,class_2,white,,132.91666666666666,8.0
81,pretrial,prison,class_2,white,,132.91666666666666,9.0
82,pretrial,prison,class_2,white,,132.91666666666666,10.0
83,pretrial,prison,class_2,white,,132.91666666666666,11.0
84,pretrial,prison,class_2,non-white,,248.66666666666666,0.0
85,pretrial,prison,class_2,non-white,,248.66666666666666,1.0
86,pretrial,prison,class_2,non-white,,248.66666666666666,2.0
87,pretrial,prison,class_2,non-white,,248.66666666666666,3.0
88,pretrial,prison,class_2,non-white,,248.66666666666666,4.0
89,pretrial,prison,class_2,non-white,,248.66666666666666,5.0
90,pretrial,prison,class_2,non-white,,248.66666666666666,6.0
91,pretrial,prison,class_2,non-white,,248.66666666666666,7.0
92,pretrial,prison,class_2,non-white,,248.66666666666666,8.0
93,pretrial,prison,class_2,non-white,,248.66666666666666,9.0
94,pretrial,prison,class_2,non-white,,248.66666666666666,10.0
95,pretrial,prison,class_2,non-white,,248.66666666666666,11.0
96,pretrial,prison,class_3,white,,93.75,0.0
97,pretrial,prison,class_3,white,,93.75,1.0
98,pretrial,prison,class_3,white,,93.75,2.0
99,pretrial,prison,class_3,white,,93.75,3.0
100,pretrial,prison,class_3,white,,93.75,4.0
101,pretrial,prison,class_3,white,,93.75,5.0
102,pretrial,prison,class_3,white,,93.75,6.0
103,pretrial,prison,class_3,white,,93.75,7.0
104,pretrial,prison,class_3,white,,93.75,8.0
105,pretrial,prison,class_3,white,,93.75,9.0
106,pretrial,prison,class_3,white,,93.75,10.0
107,pretrial,prison,class_3,white,,93.75,11.0
108,pretrial,prison,class_3,non-white,,124.66666666666667,0.0
109,pretrial,prison,class_3,non-white,,124.66666666666667,1.0
110,pretrial,prison,class_3,non-white,,124.66666666666667,2.0
111,pretrial,prison,class_3,non-white,,124.66666666666667,3.0
112,pretrial,prison,class_3,non-white,,124.66666666666667,4.0
113,pretrial,prison,class_3,non-white,,124.66666666666667,5.0
114,pretrial,prison,class_3,non-white,,124.66666666666667,6.0
115,pretrial,prison,class_3,non-white,,124.66666666666667,7.0
116,pretrial,prison,class_3,non-white,,124.66666666666667,8.0
117,pretrial,prison,class_3,non-white,,124.66666666666667,9.0
118,pretrial,prison,class_3,non-white,,124.66666666666667,10.0
119,pretrial,prison,class_3,non-white,,124.66666666666667,11.0
0,pretrial,prison,murder,white,,3.75,12.0
1,pretrial,prison,murder,white,,3.75,13.0
2,pretrial,prison,murder,white,,3.75,14.0
3,pretrial,prison,murder,white,,3.75,15.0
4,pretrial,prison,murder,white,,3.75,16.0
5,pretrial,prison,murder,white,,3.75,17.0
6,pretrial,prison,murder,white,,3.75,18.0
7,pretrial,prison,murder,white,,3.75,19.0
8,pretrial,prison,murder,white,,3.75,20.0
9,pretrial,prison,murder,white,,3.75,21.0
10,pretrial,prison,murder,white,,3.75,22.0
11,pretrial,prison,murder,white,,3.75,23.0
12,pretrial,prison,murder,non-white,,13.75,12.0
13,pretrial,prison,murder,non-white,,13.75,13.0
14,pretrial,prison,murder,non-white,,13.75,14.0
15,pretrial,prison,murder,non-white,,13.75,15.0
16,pretrial,prison,murder,non-white,,13.75,16.0
17,pretrial,prison,murder,non-white,,13.75,17.0
18,pretrial,prison,murder,non-white,,13.75,18.0
19,pretrial,prison,murder,non-white,,13.75,19.0
20,pretrial,prison,murder,non-white,,13.75,20.0
21,pretrial,prison,murder,non-white,,13.75,21.0
22,pretrial,prison,murder,non-white,,13.75,22.0
23,pretrial,prison,murder,non-white,,13.75,23.0
24,pretrial,prison,class_x,white,,28.416666666666668,12.0
25,pretrial,prison,class_x,white,,28.416666666666668,13.0
26,pretrial,prison,class_x,white,,28.416666666666668,14.0
27,pretrial,prison,class_x,white,,28.416666666666668,15.0
28,pretrial,prison,class_x,white,,28.416666666666668,16.0
29,pretrial,prison,class_x,white,,28.416666666666668,17.0
30,pretrial,prison,class_x,white,,28.416666666666668,18.0
31,pretrial,prison,class_x,white,,28.416666666666668,19.0
32,pretrial,prison,class_x,white,,28.416666666666668,20.0
33,pretrial,prison,class_x,white,,28.416666666666668,21.0
34,pretrial,prison,class_x,white,,28.416666666666668,22.0
35,pretrial,prison,class_x,white,,28.416666666666668,23.0
36,pretrial,prison,class_x,non-white,,116.16666666666667,12.0
37,pretrial,prison,class_x,non-white,,116.16666666666667,13.0
38,pretrial,prison,class_x,non-white,,116.16666666666667,14.0
39,pretrial,prison,class_x,non-white,,116.16666666666667,15.0
40,pretrial,prison,class_x,non-white,,116.16666666666667,16.0
41,pretrial,prison,class_x,non-white,,116.16666666666667,17.0
42,pretrial,prison,class_x,non-white,,116.16666666666667,18.0
43,pretrial,prison,class_x,non-white,,116.16666666666667,19.0
44,pretrial,prison,class_x,non-white,,116.16666666666667,20.0
45,pretrial,prison,class_x,non-white,,116.16666666666667,21.0
46,pretrial,prison,class_x,non-white,,116.16666666666667,22.0
47,pretrial,prison,class_x,non-white,,116.16666666666667,23.0
48,pretrial,prison,class_1,white,,69.08333333333333,12.0
49,pretrial,prison,class_1,white,,69.08333333333333,13.0
50,pretrial,prison,class_1,white,,69.08333333333333,14.0
51,pretrial,prison,class_1,white,,69.08333333333333,15.0
52,pretrial,prison,class_1,white,,69.08333333333333,16.0
53,pretrial,prison,class_1,white,,69.08333333333333,17.0
54,pretrial,prison,class_1,white,,69.08333333333333,18.0
55,pretrial,prison,class_1,white,,69.08333333333333,19.0
56,pretrial,prison,class_1,white,,69.08333333333333,20.0
57,pretrial,prison,class_1,white,,69.08333333333333,21.0
58,pretrial,prison,class_1,white,,69.08333333333333,22.0
59,pretrial,prison,class_1,white,,69.08333333333333,23.0
60,pretrial,prison,class_1,non-white,,176.83333333333334,12.0
61,pretrial,prison,class_1,non-white,,176.83333333333334,13.0
62,pretrial,prison,class_1,non-white,,176.83333333333334,14.0
63,pretrial,prison,class_1,non-white,,176.83333333333334,15.0
64,pretrial,prison,class_1,non-white,,176.83333333333334,16.0
65,pretrial,prison,class_1,non-white,,176.83333333333334,17.0
66,pretrial,prison,class_1,non-white,,176.83333333333334,18.0
67,pretrial,prison,class_1,non-white,,176.83333333333334,19.0
68,pretrial,prison,class_1,non-white,,176.83333333333334,20.0
69,pretrial,prison,class_1,non-white,,176.83333333333334,21.0
70,pretrial,prison,class_1,non-white,,176.83333333333334,22.0
71,pretrial,prison,class_1,non-white,,176.83333333333334,23.0
72,pretrial,prison,class_2,white,,140.75,12.0
73,pretrial,prison,class_2,white,,140.75,13.0
74,pretrial,prison,class_2,white,,140.75,14.0
75,pretrial,prison,class_2,white,,140.75,15.0
76,pretrial,prison,class_2,white,,140.75,16.0
77,pretrial,prison,class_2,white,,140.75,17.0
78,pretrial,prison,class_2,white,,140.75,18.0
79,pretrial,prison,class_2,white,,140.75,19.0
80,pretrial,prison,class_2,white,,140.75,20.0
81,pretrial,prison,class_2,white,,140.75,21.0
82,pretrial,prison,class_2,white,,140.75,22.0
83,pretrial,prison,class_2,white,,140.75,23.0
84,pretrial,prison,class_2,non-white,,266.0833333333333,12.0
85,pretrial,prison,class_2,non-white,,266.0833333333333,13.0
86,pretrial,prison,class_2,non-white,,266.0833333333333,14.0
87,pretrial,prison,class_2,non-white,,266.0833333333333,15.0
88,pretrial,prison,class_2,non-white,,266.0833333333333,16.0
89,pretrial,prison,class_2,non-white,,266.0833333333333,17.0
90,pretrial,prison,class_2,non-white,,266.0833333333333,18.0
91,pretrial,prison,class_2,non-white,,266.0833333333333,19.0
92,pretrial,prison,class_2,non-white,,266.0833333333333,20.0
93,pretrial,prison,class_2,non-white,,266.0833333333333,21.0
94,pretrial,prison,class_2,non-white,,266.0833333333333,22.0
95,pretrial,prison,class_2,non-white,,266.0833333333333,23.0
96,pretrial,prison,class_3,white,,96.08333333333333,12.0
97,pretrial,prison,class_3,white,,96.08333333333333,13.0
98,pretrial,prison,class_3,white,,96.08333333333333,14.0
99,pretrial,prison,class_3,white,,96.08333333333333,15.0
100,pretrial,prison,class_3,white,,96.08333333333333,16.0
101,pretrial,prison,class_3,white,,96.08333333333333,17.0
102,pretrial,prison,class_3,white,,96.08333333333333,18.0
103,pretrial,prison,class_3,white,,96.08333333333333,19.0
104,pretrial,prison,class_3,white,,96.08333333333333,20.0
105,pretrial,prison,class_3,white,,96.08333333333333,21.0
106,pretrial,prison,class_3,white,,96.08333333333333,22.0
107,pretrial,prison,class_3,white,,96.08333333333333,23.0
108,pretrial,prison,class_3,non-white,,137.75,12.0
109,pretrial,prison,class_3,non-white,,137.75,13.0
110,pretrial,prison,class_3,non-white,,137.75,14.0
111,pretrial,prison,class_3,non-white,,137.75,15.0
112,pretrial,prison,class_3,non-white,,137.75,16.0
113,pretrial,prison,class_3,non-white,,137.75,17.0
114,pretrial,prison,class_3,non-white,,137.75,18.0
115,pretrial,prison,class_3,non-white,,137.75,19.0
116,pretrial,prison,class_3,non-white,,137.75,20.0
117,pretrial,prison,class_3,non-white,,137.75,21.0
118,pretrial,prison,class_3,non-white,,137.75,22.0
119,pretrial,prison,class_3,non-white,,137.75,23.0
0,pretrial,prison,murder,white,,2.75,24.0
1,pretrial,prison,murder,white,,2.75,25.0
2,pretrial,prison,murder,white,,2.75,26.0
3,pretrial,prison,murder,white,,2.75,27.0
4,pretrial,prison,murder,white,,2.75,28.0
5,pretrial,prison,murder,white,,2.75,29.0
6,pretrial,prison,murder,white,,2.75,30.0
7,pretrial,prison,murder,white,,2.75,31.0
8,pretrial,prison,murder,white,,2.75,32.0
9,pretrial,prison,murder,white,,2.75,33.0
10,pretrial,prison,murder,white,,2.75,34.0
11,pretrial,prison,murder,white,,2.75,35.0
12,pretrial,prison,murder,non-white,,14.083333333333334,24.0
13,pretrial,prison,murder,non-white,,14.083333333333334,25.0
14,pretrial,prison,murder,non-white,,14.083333333333334,26.0
15,pretrial,prison,murder,non-white,,14.083333333333334,27.0
16,pretrial,prison,murder,non-white,,14.083333333333334,28.0
17,pretrial,prison,murder,non-white,,14.083333333333334,29.0
18,pretrial,prison,murder,non-white,,14.083333333333334,30.0
19,pretrial,prison,murder,non-white,,14.083333333333334,31.0
20,pretrial,prison,murder,non-white,,14.083333333333334,32.0
21,pretrial,prison,murder,non-white,,14.083333333333334,33.0
22,pretrial,prison,murder,non-white,,14.083333333333334,34.0
23,pretrial,prison,murder,non-white,,14.083333333333334,35.0
24,pretrial,prison,class_x,white,,29.0,24.0
25,pretrial,prison,class_x,white,,29.0,25.0
26,pretrial,prison,class_x,white,,29.0,26.0
27,pretrial,prison,class_x,white,,29.0,27.0
28,pretrial,prison,class_x,white,,29.0,28.0
29,pretrial,prison,class_x,white,,29.0,29.0
30,pretrial,prison,class_x,white,,29.0,30.0
31,pretrial,prison,class_x,white,,29.0,31.0
32,pretrial,prison,class_x,white,,29.0,32.0
33,pretrial,prison,class_x,white,,29.0,33.0
34,pretrial,prison,class_x,white,,29.0,34.0
35,pretrial,prison,class_x,white,,29.0,35.0
36,pretrial,prison,class_x,non-white,,120.16666666666667,24.0
37,pretrial,prison,class_x,non-white,,120.16666666666667,25.0
38,pretrial,prison,class_x,non-white,,120.16666666666667,26.0
39,pretrial,prison,class_x,non-white,,120.16666666666667,27.0
40,pretrial,prison,class_x,non-white,,120.16666666666667,28.0
41,pretrial,prison,class_x,non-white,,120.16666666666667,29.0
42,pretrial,prison,class_x,non-white,,120.16666666666667,30.0
43,pretrial,prison,class_x,non-white,,120.16666666666667,31.0
44,pretrial,prison,class_x,non-white,,120.16666666666667,32.0
45,pretrial,prison,class_x,non-white,,120.16666666666667,33.0
46,pretrial,prison,class_x,non-white,,120.16666666666667,34.0
47,pretrial,prison,class_x,non-white,,120.16666666666667,35.0
48,pretrial,prison,class_1,white,,68.58333333333333,24.0
49,pretrial,prison,class_1,white,,68.58333333333333,25.0
50,pretrial,prison,class_1,white,,68.58333333333333,26.0
51,pretrial,prison,class_1,white,,68.58333333333333,27.0
52,pretrial,prison,class_1,white,,68.58333333333333,28.0
53,pretrial,prison,class_1,white,,68.58333333333333,29.0
54,pretrial,prison,class_1,white,,68.58333333333333,30.0
55,pretrial,prison,class_1,white,,68.58333333333333,31.0
56,pretrial,prison,class_1,white,,68.58333333333333,32.0
57,pretrial,prison,class_1,white,,68.58333333333333,33.0
58,pretrial,prison,class_1,white,,68.58333333333333,34.0
59,pretrial,prison,class_1,white,,68.58333333333333,35.0
60,pretrial,prison,class_1,non-white,,159.58333333333334,24.0
61,pretrial,prison,class_1,non-white,,159.58333333333334,25.0
62,pretrial,prison,class_1,non-white,,159.58333333333334,26.0
63,pretrial,prison,class_1,non-white,,159.58333333333334,27.0
64,pretrial,prison,class_1,non-white,,159.58333333333334,28.0
65,pretrial,prison,class_1,non-white,,159.58333333333334,29.0
66,pretrial,prison,class_1,non-white,,159.58333333333334,30.0
67,pretrial,prison,class_1,non-white,,159.58333333333334,31.0
68,pretrial,prison,class_1,non-white,,159.58333333333334,32.0
69,pretrial,prison,class_1,non-white,,159.58333333333334,33.0
70,pretrial,prison,class_1,non-white,,159.58333333333334,34.0
71,pretrial,prison,class_1,non-white,,159.58333333333334,35.0
72,pretrial,prison,class_2,white,,135.5,24.0
73,pretrial,prison,class_2,white,,135.5,25.0
74,pretrial,prison,class_2,white,,135.5,26.0
75,pretrial,prison,class_2,white,,135.5,27.0
76,pretrial,prison,class_2,white,,135.5,28.0
77,pretrial,prison,class_2,white,,135.5,29.0
78,pretrial,prison,class_2,white,,135.5,30.0
79,pretrial,prison,class_2,white,,135.5,31.0
80,pretrial,prison,class_2,white,,135.5,32.0
81,pretrial,prison,class_2,white,,135.5,33.0
82,pretrial,prison,class_2,white,,135.5,34.0
83,pretrial,prison,class_2,white,,135.5,35.0
84,pretrial,prison,class_2,non-white,,268.5,24.0
85,pretrial,prison,class_2,non-white,,268.5,25.0
86,pretrial,prison,class_2,non-white,,268.5,26.0
87,pretrial,prison,class_2,non-white,,268.5,27.0
88,pretrial,prison,class_2,non-white,,268.5,28.0
89,pretrial,prison,class_2,non-white,,268.5,29.0
90,pretrial,prison,class_2,non-white,,268.5,30.0
91,pretrial,prison,class_2,non-white,,268.5,31.0
92,pretrial,prison,class_2,non-white,,268.5,32.0
93,pretrial,prison,class_2,non-white,,268.5,33.0
94,pretrial,prison,class_2,non-white,,268.5,34.0
95,pretrial,prison,class_2,non-white,,268.5,35.0
96,pretrial,prison,class_3,white,,90.25,24.0
97,pretrial,prison,class_3,white,,90.25,25.0
98,pretrial,prison,class_3,white,,90.25,26.0
99,pretrial,prison,class_3,white,,90.25,27.0
100,pretrial,prison,class_3,white,,90.25,28.0
101,pretrial,prison,class_3,white,,90.25,29.0
102,pretrial,prison,class_3,white,,90.25,30.0
103,pretrial,prison,class_3,white,,90.25,31.0
104,pretrial,prison,class_3,white,,90.25,32.0
105,pretrial,prison,class_3,white,,90.25,33.0
106,pretrial,prison,class_3,white,,90.25,34.0
107,pretrial,prison,class_3,white,,90.25,35.0
108,pretrial,prison,class_3,non-white,,141.16666666666666,24.0
109,pretrial,prison,class_3,non-white,,141.16666666666666,25.0
110,pretrial,prison,class_3,non-white,,141.16666666666666,26.0
111,pretrial,prison,class_3,non-white,,141.16666666666666,27.0
112,pretrial,prison,class_3,non-white,,141.16666666666666,28.0
113,pretrial,prison,class_3,non-white,,141.16666666666666,29.0
114,pretrial,prison,class_3,non-white,,141.16666666666666,30.0
115,pretrial,prison,class_3,non-white,,141.16666666666666,31.0
116,pretrial,prison,class_3,non-white,,141.16666666666666,32.0
117,pretrial,prison,class_3,non-white,,141.16666666666666,33.0
118,pretrial,prison,class_3,non-white,,141.16666666666666,34.0
119,pretrial,prison,class_3,non-white,,141.16666666666666,35.0
0,pretrial,prison,murder,white,,3.0,36.0
1,pretrial,prison,murder,white,,3.0,37.0
2,pretrial,prison,murder,white,,3.0,38.0
3,pretrial,prison,murder,white,,3.0,39.0
4,pretrial,prison,murder,white,,3.0,40.0
5,pretrial,prison,murder,white,,3.0,41.0
6,pretrial,prison,murder,white,,3.0,42.0
7,pretrial,prison,murder,white,,3.0,43.0
8,pretrial,prison,murder,white,,3.0,44.0
9,pretrial,prison,murder,white,,3.0,45.0
10,pretrial,prison,murder,white,,3.0,46.0
11,pretrial,prison,murder,white,,3.0,47.0
12,pretrial,prison,murder,non-white,,15.0,36.0
13,pretrial,prison,murder,non-white,,15.0,37.0
14,pretrial,prison,murder,non-white,,15.0,38.0
15,pretrial,prison,murder,non-white,,15.0,39.0
16,pretrial,prison,murder,non-white,,15.0,40.0
17,pretrial,prison,murder,non-white,,15.0,41.0
18,pretrial,prison,murder,non-white,,15.0,42.0
19,pretrial,prison,murder,non-white,,15.0,43.0
20,pretrial,prison,murder,non-white,,15.0,44.0
21,pretrial,prison,murder,non-white,,15.0,45.0
22,pretrial,prison,murder,non-white,,15.0,46.0
23,pretrial,prison,murder,non-white,,15.0,47.0
24,pretrial,prison,class_x,white,,35.5,36.0
25,pretrial,prison,class_x,white,,35.5,37.0
26,pretrial,prison,class_x,white,,35.5,38.0
27,pretrial,prison,class_x,white,,35.5,39.0
28,pretrial,prison,class_x,white,,35.5,40.0
29,pretrial,prison,class_x,white,,35.5,41.0
30,pretrial,prison,class_x,white,,35.5,42.0
31,pretrial,prison,class_x,white,,35.5,43.0
32,pretrial,prison,class_x,white,,35.5,44.0
33,pretrial,prison,class_x,white,,35.5,45.0
34,pretrial,prison,class_x,white,,35.5,46.0
35,pretrial,prison,class_x,white,,35.5,47.0
36,pretrial,prison,class_x,non-white,,127.91666666666667,36.0
37,pretrial,prison,class_x,non-white,,127.91666666666667,37.0
38,pretrial,prison,class_x,non-white,,127.91666666666667,38.0
39,pretrial,prison,class_x,non-white,,127.91666666666667,39.0
40,pretrial,prison,class_x,non-white,,127.91666666666667,40.0
41,pretrial,prison,class_x,non-white,,127.91666666666667,41.0
42,pretrial,prison,class_x,non-white,,127.91666666666667,42.0
43,pretrial,prison,class_x,non-white,,127.91666666666667,43.0
44,pretrial,prison,class_x,non-white,,127.91666666666667,44.0
45,pretrial,prison,class_x,non-white,,127.91666666666667,45.0
46,pretrial,prison,class_x,non-white,,127.91666666666667,46.0
47,pretrial,prison,class_x,non-white,,127.91666666666667,47.0
48,pretrial,prison,class_1,white,,62.083333333333336,36.0
49,pretrial,prison,class_1,white,,62.083333333333336,37.0
50,pretrial,prison,class_1,white,,62.083333333333336,38.0
51,pretrial,prison,class_1,white,,62.083333333333336,39.0
52,pretrial,prison,class_1,white,,62.083333333333336,40.0
53,pretrial,prison,class_1,white,,62.083333333333336,41.0
54,pretrial,prison,class_1,white,,62.083333333333336,42.0
55,pretrial,prison,class_1,white,,62.083333333333336,43.0
56,pretrial,prison,class_1,white,,62.083333333333336,44.0
57,pretrial,prison,class_1,white,,62.083333333333336,45.0
58,pretrial,prison,class_1,white,,62.083333333333336,46.0
59,pretrial,prison,class_1,white,,62.083333333333336,47.0
60,pretrial,prison,class_1,non-white,,156.91666666666666,36.0
61,pretrial,prison,class_1,non-white,,156.91666666666666,37.0
62,pretrial,prison,class_1,non-white,,156.91666666666666,38.0
63,pretrial,prison,class_1,non-white,,156.91666666666666,39.0
64,pretrial,prison,class_1,non-white,,156.91666666666666,40.0
65,pretrial,prison,class_1,non-white,,156.91666666666666,41.0
66,pretrial,prison,class_1,non-white,,156.91666666666666,42.0
67,pretrial,prison,class_1,non-white,,156.91666666666666,43.0
68,pretrial,prison,class_1,non-white,,156.91666666666666,44.0
69,pretrial,prison,class_1,non-white,,156.91666666666666,45.0
70,pretrial,prison,class_1,non-white,,156.91666666666666,46.0
71,pretrial,prison,class_1,non-white,,156.91666666666666,47.0
72,pretrial,prison,class_2,white,,133.58333333333334,36.0
73,pretrial,prison,class_2,white,,133.58333333333334,37.0
74,pretrial,prison,class_2,white,,133.58333333333334,38.0
75,pretrial,prison,class_2,white,,133.58333333333334,39.0
76,pretrial,prison,class_2,white,,133.58333333333334,40.0
77,pretrial,prison,class_2,white,,133.58333333333334,41.0
78,pretrial,prison,class_2,white,,133.58333333333334,42.0
79,pretrial,prison,class_2,white,,133.58333333333334,43.0
80,pretrial,prison,class_2,white,,133.58333333333334,44.0
81,pretrial,prison,class_2,white,,133.58333333333334,45.0
82,pretrial,prison,class_2,white,,133.58333333333334,46.0
83,pretrial,prison,class_2,white,,133.58333333333334,47.0
84,pretrial,prison,class_2,non-white,,241.33333333333334,36.0
85,pretrial,prison,class_2,non-white,,241.33333333333334,37.0
86,pretrial,prison,class_2,non-white,,241.33333333333334,38.0
87,pretrial,prison,class_2,non-white,,241.33333333333334,39.0
88,pretrial,prison,class_2,non-white,,241.33333333333334,40.0
89,pretrial,prison,class_2,non-white,,241.33333333333334,41.0
90,pretrial,prison,class_2,non-white,,241.33333333333334,42.0
91,pretrial,prison,class_2,non-white,,241.33333333333334,43.0
92,pretrial,prison,class_2,non-white,,241.33333333333334,44.0
93,pretrial,prison,class_2,non-white,,241.33333333333334,45.0
94,pretrial,prison,class_2,non-white,,241.33333333333334,46.0
95,pretrial,prison,class_2,non-white,,241.33333333333334,47.0
96,pretrial,prison,class_3,white,,88.75,36.0
97,pretrial,prison,class_3,white,,88.75,37.0
98,pretrial,prison,class_3,white,,88.75,38.0
99,pretrial,prison,class_3,white,,88.75,39.0
100,pretrial,prison,class_3,white,,88.75,40.0
101,pretrial,prison,class_3,white,,88.75,41.0
102,pretrial,prison,class_3,white,,88.75,42.0
103,pretrial,prison,class_3,white,,88.75,43.0
104,pretrial,prison,class_3,white,,88.75,44.0
105,pretrial,prison,class_3,white,,88.75,45.0
106,pretrial,prison,class_3,white,,88.75,46.0
107,pretrial,prison,class_3,white,,88.75,47.0
108,pretrial,prison,class_3,non-white,,129.66666666666666,36.0
109,pretrial,prison,class_3,non-white,,129.66666666666666,37.0
110,pretrial,prison,class_3,non-white,,129.66666666666666,38.0
111,pretrial,prison,class_3,non-white,,129.66666666666666,39.0
112,pretrial,prison,class_3,non-white,,129.66666666666666,40.0
113,pretrial,prison,class_3,non-white,,129.66666666666666,41.0
114,pretrial,prison,class_3,non-white,,129.66666666666666,42.0
115,pretrial,prison,class_3,non-white,,129.66666666666666,43.0
116,pretrial,prison,class_3,non-white,,129.66666666666666,44.0
117,pretrial,prison,class_3,non-white,,129.66666666666666,45.0
118,pretrial,prison,class_3,non-white,,129.66666666666666,46.0
119,pretrial,prison,class_3,non-white,,129.66666666666666,47.0
0,pretrial,prison,murder,white,,2.5833333333333335,48.0
1,pretrial,prison,murder,white,,2.5833333333333335,49.0
2,pretrial,prison,murder,white,,2.5833333333333335,50.0
3,pretrial,prison,murder,white,,2.5833333333333335,51.0
4,pretrial,prison,murder,white,,2.5833333333333335,52.0
5,pretrial,prison,murder,white,,2.5833333333333335,53.0
6,pretrial,prison,murder,white,,2.5833333333333335,54.0
7,pretrial,prison,murder,white,,2.5833333333333335,55.0
8,pretrial,prison,murder,white,,2.5833333333333335,56.0
9,pretrial,prison,murder,white,,2.5833333333333335,57.0
10,pretrial,prison,murder,white,,2.5833333333333335,58.0
11,pretrial,prison,murder,white,,2.5833333333333335,59.0
12,pretrial,prison,murder,non-white,,11.583333333333334,48.0
13,pretrial,prison,murder,non-white,,11.583333333333334,49.0
14,pretrial,prison,murder,non-white,,11.583333333333334,50.0
15,pretrial,prison,murder,non-white,,11.583333333333334,51.0
16,pretrial,prison,murder,non-white,,11.583333333333334,52.0
17,pretrial,prison,murder,non-white,,11.583333333333334,53.0
18,pretrial,prison,murder,non-white,,11.583333333333334,54.0
19,pretrial,prison,murder,non-white,,11.583333333333334,55.0
20,pretrial,prison,murder,non-white,,11.583333333333334,56.0
21,pretrial,prison,murder,non-white,,11.583333333333334,57.0
22,pretrial,prison,murder,non-white,,11.583333333333334,58.0
23,pretrial,prison,murder,non-white,,11.583333333333334,59.0
24,pretrial,prison,class_x,white,,27.666666666666668,48.0
25,pretrial,prison,class_x,white,,27.666666666666668,49.0
26,pretrial,prison,class_x,white,,27.666666666666668,50.0
27,pretrial,prison,class_x,white,,27.666666666666668,51.0
28,pretrial,prison,class_x,white,,27.666666666666668,52.0
29,pretrial,prison,class_x,white,,27.666666666666668,53.0
30,pretrial,prison,class_x,white,,27.666666666666668,54.0
31,pretrial,prison,class_x,white,,27.666666666666668,55.0
32,pretrial,prison,class_x,white,,27.666666666666668,56.0
33,pretrial,prison,class_x,white,,27.666666666666668,57.0
34,pretrial,prison,class_x,white,,27.666666666666668,58.0
35,pretrial,prison,class_x,white,,27.666666666666668,59.0
36,pretrial,prison,class_x,non-white,,100.66666666666667,48.0
37,pretrial,prison,class_x,non-white,,100.66666666666667,49.0
38,pretrial,prison,class_x,non-white,,100.66666666666667,50.0
39,pretrial,prison,class_x,non-white,,100.66666666666667,51.0
40,pretrial,prison,class_x,non-white,,100.66666666666667,52.0
41,pretrial,prison,class_x,non-white,,100.66666666666667,53.0
42,pretrial,prison,class_x,non-white,,100.66666666666667,54.0
43,pretrial,prison,class_x,non-white,,100.66666666666667,55.0
44,pretrial,prison,class_x,non-white,,100.66666666666667,56.0
45,pretrial,prison,class_x,non-white,,100.66666666666667,57.0
46,pretrial,prison,class_x,non-white,,100.66666666666667,58.0
47,pretrial,prison,class_x,non-white,,100.66666666666667,59.0
48,pretrial,prison,class_1,white,,59.916666666666664,48.0
49,pretrial,prison,class_1,white,,59.916666666666664,49.0
50,pretrial,prison,class_1,white,,59.916666666666664,50.0
51,pretrial,prison,class_1,white,,59.916666666666664,51.0
52,pretrial,prison,class_1,white,,59.916666666666664,52.0
53,pretrial,prison,class_1,white,,59.916666666666664,53.0
54,pretrial,prison,class_1,white,,59.916666666666664,54.0
55,pretrial,prison,class_1,white,,59.916666666666664,55.0
56,pretrial,prison,class_1,white,,59.916666666666664,56.0
57,pretrial,prison,class_1,white,,59.916666666666664,57.0
58,pretrial,prison,class_1,white,,59.916666666666664,58.0
59,pretrial,prison,class_1,white,,59.916666666666664,59.0
60,pretrial,prison,class_1,non-white,,124.66666666666667,48.0
61,pretrial,prison,class_1,non-white,,124.66666666666667,49.0
62,pretrial,prison,class_1,non-white,,124.66666666666667,50.0
63,pretrial,prison,class_1,non-white,,124.66666666666667,51.0
64,pretrial,prison,class_1,non-white,,124.66666666666667,52.0
65,pretrial,prison,class_1,non-white,,124.66666666666667,53.0
66,pretrial,prison,class_1,non-white,,124.66666666666667,54.0
67,pretrial,prison,class_1,non-white,,124.66666666666667,55.0
68,pretrial,prison,class_1,non-white,,124.66666666666667,56.0
69,pretrial,prison,class_1,non-white,,124.66666666666667,57.0
70,pretrial,prison,class_1,non-white,,124.66666666666667,58.0
71,pretrial,prison,class_1,non-white,,124.66666666666667,59.0
72,pretrial,prison,class_2,white,,114.83333333333333,48.0
73,pretrial,prison,class_2,white,,114.83333333333333,49.0
74,pretrial,prison,class_2,white,,114.83333333333333,50.0
75,pretrial,prison,class_2,white,,114.83333333333333,51.0
76,pretrial,prison,class_2,white,,114.83333333333333,52.0
77,pretrial,prison,class_2,white,,114.83333333333333,53.0
78,pretrial,prison,class_2,white,,114.83333333333333,54.0
79,pretrial,prison,class_2,white,,114.83333333333333,55.0
80,pretrial,prison,class_2,white,,114.83333333333333,56.0
81,pretrial,prison,class_2,white,,114.83333333333333,57.0
82,pretrial,prison,class_2,white,,114.83333333333333,58.0
